"2213 E Sheridan St, Phoenix, AZ 85006",285000.0,2.5,4.0,0.0,2020-11-10,NaN,33.46516,-112.04789
"475 N 9th St #203, Phoenix, AZ 85006",229500.0,1.0,1.0,0.0,2020-11-10,NaN,33.46516,-112.04789
"2309 E Brill St, Phoenix, AZ 85006",315000.0,3.0,3.0,0.0,2020-11-10,NaN,33.46516,-112.04789
"2858 N Greenfield Rd, Phoenix, AZ 85006",300000.0,1.75,2.0,0.0,2020-11-09,NaN,33.46516,-112.04789
"475 N 9th St #204, Phoenix, AZ 85006",214500.0,1.0,1.0,0.0,2020-11-09,NaN,33.46516,-112.04789
"N 15th St, Phoenix, AZ 85006",360000.0,2.0,3.0,0.0,2020-11-06,NaN,33.46516,-112.04789
"475 N 9th St #201, Phoenix, AZ 85006",258000.0,1.0,1.0,0.0,2020-11-06,NaN,33.46516,-112.04789
"475 N 9th St #206, Phoenix, AZ 85006",245000.0,1.0,1.0,0.0,2020-11-05,NaN,33.46516,-112.04789
"475 N 9th St #208, Phoenix, AZ 85006",207000.0,1.0,1.0,0.0,2020-11-05,NaN,33.46516,-112.04789
"475 N 9th St #308, Phoenix, AZ 85006",223000.0,1.0,1.0,0.0,2020-11-05,NaN,33.46516,-112.04789
"2617 N 10th St, Phoenix, AZ 85006",665000.0,3.0,3.0,0.0,2020-11-04,NaN,33.46516,-112.04789
"929 E Taylor St, Phoenix, AZ 85006",449000.0,0.0,0.0,0.0,2020-11-04,NaN,33.46516,-112.04789
"E Taylor St, Phoenix, AZ 85006",449000.0,2.0,2.0,0.0,2020-11-04,NaN,33.46516,-112.04789
"1934 E Brill St, Phoenix, AZ 85006",324000.0,1.0,2.0,0.0,2020-11-04,NaN,33.46516,-112.04789
"475 N 9th St #105, Phoenix, AZ 85006",239500.0,1.0,1.0,0.0,2020-11-03,NaN,33.46516,-112.04789
"475 N 9th St #316, Phoenix, AZ 85006",251500.0,1.0,1.0,0.0,2020-11-03,NaN,33.46516,-112.04789
"475 N 9th St #102, Phoenix, AZ 85006",204500.0,1.0,1.0,0.0,2020-11-03,NaN,33.46516,-112.04789
"475 N 9th St #103, Phoenix, AZ 85006",213000.0,1.0,1.0,0.0,2020-11-03,NaN,33.46516,-112.04789
"1441 E Brill St, Phoenix, AZ 85006",223500.0,1.0,2.0,0.0,2020-11-02,NaN,33.46516,-112.04789
"1416 E Mckinley St, Phoenix, AZ 85006",395000.0,1.0,1.0,0.0,2020-11-02,NaN,33.46516,-112.04789
"475 N 9th St #307, Phoenix, AZ 85006",277500.0,1.0,1.0,0.0,2020-10-30,NaN,33.46516,-112.04789
"1423 E Granada Rd, Phoenix, AZ 85006",460000.0,3.0,3.0,0.0,2020-10-30,NaN,33.46516,-112.04789
"2221 N 22nd St, Phoenix, AZ 85006",195000.0,1.0,2.0,0.0,2020-10-30,NaN,33.46516,-112.04789
"2602 N Dayton St, Phoenix, AZ 85006",310000.0,2.0,4.0,0.0,2020-10-30,NaN,33.46516,-112.04789
"2322 N 12th St, Phoenix, AZ 85006",215000.0,1.0,2.0,0.0,2020-10-30,NaN,33.46516,-112.04789
"1423 E Granada Rd, Phoenix, AZ 85006",460000.0,3.0,3.0,0.0,2020-10-30,https://photos.zillowstatic.com/fp/1854696fbd95516688f9c4d8dadec649-p_e.jpg,33.46516,-112.04789
"475 N 9th St #112, Phoenix, AZ 85006",219500.0,1.0,1.0,0.0,2020-10-29,https://photos.zillowstatic.com/p_e/ISvkvqji2n8gb40000000000.jpg,33.46516,-112.04789
"2044 E Granada Rd, Phoenix, AZ 85006",306000.0,2.0,4.0,0.0,2020-10-29,https://photos.zillowstatic.com/fp/4f49e902416d65951cac6e893ad84d0e-p_e.jpg,33.46516,-112.04789
"1814 N 20th St, Phoenix, AZ 85006",308000.0,1.0,2.0,0.0,2020-10-27,https://photos.zillowstatic.com/fp/565fbf7115a88a333bf7b48c63b67f7a-p_e.jpg,33.46516,-112.04789
"1450 E Hoover Ave, Phoenix, AZ 85006",410000.0,2.0,4.0,0.0,2020-10-27,https://photos.zillowstatic.com/fp/702dad23c70acf2444116c0144d5d8c4-p_e.jpg,33.46516,-112.04789
"841 E Cambridge Ave, Phoenix, AZ 85006",460000.0,3.0,4.0,0.0,2020-10-23,https://photos.zillowstatic.com/fp/1ca23f7da8faf7d0ac9f319ce7750878-p_e.jpg,33.46516,-112.04789
"2114 E Harvard St, Phoenix, AZ 85006",300000.0,2.0,3.0,0.0,2020-10-23,https://photos.zillowstatic.com/fp/62dc2a7babbb84aafbe2c3af234eaa02-p_e.jpg,33.46516,-112.04789
"1225 E Moreland St, Phoenix, AZ 85006",345000.0,2.0,3.0,0.0,2020-10-21,https://photos.zillowstatic.com/fp/59b8403f03fc0c0cebd6bbec4ab87530-p_e.jpg,33.46516,-112.04789
