,sold_price,bathroom_ct,bedroom_ct,home_sqft,zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some High School,Rate 25 and Over w/ Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
0,617700.0,2.5,3.0,2422.0,85003.0,8419.0,39.5,42936.0,37766.0,0.19622282931464546,6750.0,0.02103703703703704,0.030222222222222227,0.019703703703703702,0.08207407407407408,0.18622222222222226,0.05037037037037037,0.17881481481481482,0.04518518518518518,0.22503703703703706,0.10444444444444444,0.034222222222222216,0.02266666666666667
